,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码,订单编号
857,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2645214612207207
858,swisse葡萄籽皙颜美,260,1,931177059731,,,,卖家已发货，等待买家确认,931177059731,2643935676060429
859,日本FANCL复合维生素,99,2,490804928347,,,,卖家已发货，等待买家确认,490804928347,2282291986900144
860,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2522817095084494
861,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,交易成功,931177059169,2521602493873096
862,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2635606046204128
863,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2635584847854128
864,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2279503580289149
865,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2277566767372153
866,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233,2515126704512491
867,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2631322206527700
868,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2626534667313923
869,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338,2624074026328070
870,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2616540247749222
871,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2617539822992508
872,日本FANCL/芳珂 H,398,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2614240252881732
873,ASANA金舞茸香港正品,198,1,489700682471,,,,卖家已发货，等待买家确认,489700682471,2612474268474522
874,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2271507362495158
875,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2604702408224208
876,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2268150595608452
877,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2600045649079616
878,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2596836419747803
879,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2485816520434261
880,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2485816520434261
881,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2482448696049776
882,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2578634616199501
883,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233,2258632772323646
884,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2459026111946492
885,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2564023436845006
886,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2456876908028593
887,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2549761628857003
888,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2250420180014643
889,swisse护肝片 澳洲,170,1,931177058999,,,,卖家已发货，等待买家确认,931177058999,2543646447932937
890,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2543646447932937
891,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2247880772914656
892,普丽普莱氨糖软骨素 缓解,290,1,25077278145,,,,卖家已发货，等待买家确认,25077278145,2521214871616127
893,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2412771894968977
894,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2412202134623566
895,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2402368310715291
896,普丽普莱氨糖维骨力/软骨,580,3,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2241740788343051
897,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2493174666602619
898,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338,2490604249598217
899,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2488502604383700
900,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2391378517477496
901,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2390163894980990
902,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2389502931577070
903,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2236614960045858
904,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2237156174821451
905,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2381730329021862
906,fancl/芳珂燃脂素 ,258,2,490804914233,,,,交易成功,490804914233,2382693294412778
907,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2371337728212462
908,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2365426356469566
909,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233,2456913077014528
910,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2355413502507992
911,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2544506902370079
912,swisse护肝片 澳洲,170,1,931177058999,,,请确保药品无损再发货,交易成功,931177058999,2541451124027461
913,swisse睡眠片 澳洲,169,1,931177058824,,,,卖家已发货，等待买家确认,931177058824,2287934384094753
914,swisse护肝片 澳洲,170,1,931177058999,,,,交易成功,931177058999,2660037250971626
915,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2541304499099776
916,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2659300051060429
917,美国进口普利普莱叶黄素软,176,1,74312149047,,,,卖家已发货，等待买家确认,74312149047,2286220166931952
918,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,交易成功,498704921261,2287191782006641
919,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2658091270664637
920,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2540508495776190
921,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2540675309753095
922,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2540675309753095
923,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704,2658947861185614
924,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2540257302275895
925,swisse护肝片 澳洲,170,1,931177058999,,,,交易成功,931177058999,2538322299278592
926,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338,2538322299278592
927,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2536428314572798
928,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2654662848305930
929,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2654871656361918
930,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2654101602733907
931,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2535136327393764
932,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2536193909882780
933,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233,2536193909882780
934,日本进口水果果蔬酵素酵母,215,1,493309403145,,,,交易成功,493309403145,2536045909567198
935,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2533992910658999
936,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2653847064217524
937,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2652153071242716
938,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2534800900926888
939,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2534479545681863
940,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2651330030084708
941,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338,2650965019381707
942,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2531137112826283
943,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233,2531802894151776
944,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2529511929697369
945,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2529511929697369
946,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2529511929697369
947,香港直邮 FANCL 护,260,1,490804908951,,,,交易成功,490804908951,2529511929697369
948,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,卖家已发货，等待买家确认,498704921261,2530527698643096
949,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2649505065154818
950,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2530803304781493
951,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2530309099796375
952,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2646815246505234
953,普丽普莱氨糖软骨素 缓解,290,1,25077278145,,,,卖家已发货，等待买家确认,25077278145,2647351857283131
954,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2527721522577461
955,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2646815016138007
956,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2526956882324875
957,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338,2528307945309869
958,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2526449282758376
959,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2643789852731023
960,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2280973967550041
961,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2522427556575370
962,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2641785019224510
963,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2521603889061695
964,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2281188974525458
965,日本FANCL/芳珂 H,398,1,ecms-tz-0010,,,,交易关闭,ecms-tz-0010,2280213961925458
966,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,尽快发货 要求完美,交易成功,456026429338,2640605451385839
967,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2638093049017521
968,日本fancl美白丸全身,204,1,490804934732,,,请检查好质量和包装在发货哦！亲，有效果再来,交易成功,490804934732,2520417704760884
969,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2637937657986034
970,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2637937657986034
971,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2637365017792211
972,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2279779386108650
973,日本FANCL/芳珂 H,398,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2518314706037299
974,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2517733499797078
975,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2634739830266409
976,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2279259988095852
977,美国进口普利普莱叶黄素软,176,1,74312149047,,,,交易成功,74312149047,2516996298859993
978,日本kawai卡哇伊鱼油,218,1,498704921162,,,,交易成功,498704921162,2279145175459552
979,swisse钙片+维生素,160,1,931177059250,,,,卖家已发货，等待买家确认,931177059250,2278978789007752
980,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2633387072982034
981,普丽普莱氨糖软骨素 缓解,290,1,25077278145,,,,卖家已发货，等待买家确认,25077278145,2632853239610403
982,日本kawai卡哇伊鱼油,218,1,498704921162,,,,交易成功,498704921162,2515499941775769
983,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2632506612747405
984,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2276518592409055
985,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2630868254758016
986,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2511728086929299
987,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2512466091188499
988,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2512466091188499
989,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2510921514517481
990,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2630662624085208
991,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2509115287265177
992,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2510133332397661
993,日本fancl美白丸全身,204,1,490804934732,,,药盒要深色的 谢谢,卖家已发货，等待买家确认,490804934732,2510133332397661
994,KAWAI鱼肝油丸(蓝罐,238,1,498704931842,,,,交易成功,498704931842,2508244714492188
995,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2508185683699389
996,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2626810464455934
997,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2626453669803116
998,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2624143600985010
999,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2505589316188291
1000,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2624411424391294
1001,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338,2274101195844457
1002,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2621347406248206
1003,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2620885603788967
1004,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2620701203353099
1005,日本fancl美白丸全身,204,1,490804934732,,,,交易关闭,490804934732,2273979568661752
1006,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,卖家已发货，等待买家确认,931177059169,2618396631515992
1007,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251,2505195313275495
1008,fancl/芳珂 祛痘淡,198,1,490804934733,,,,交易关闭,490804934733,2617908461760135
1009,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2273985782697240
1010,大豆卵磷脂 澳洲swis,198,1,931177059746,,,,交易成功,931177059746,2272376392527240
1011,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易关闭,456026429338,2272376392527240
1012,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2613882466329339
1013,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2503962141506069
1014,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2503669940589573
1015,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2503120304545775
1016,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2270858596851451
1017,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2500270287780479
1018,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易关闭,490804914233,2499823088994591
1019,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易关闭,456026429341,2609418467627435
1020,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233,2271935785460144
1021,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2271935785460144
1022,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2606476472871419
1023,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2497797918740787
1024,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2497797918740787
1025,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2271371578760849
1026,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233,2607339264018120
1027,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2605661470870619
1028,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2605697626748800
1029,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704,2605675227063811
1030,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2605174664176925
1031,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2493597089579784
1032,ASANA补肝素 螺旋藻,198,1,489700682540,,,,卖家已发货，等待买家确认,489700682540,2493163111627695
1033,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2600750046548637
1034,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2602043464882018
1035,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2267832596279049
1036,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2267606193883856
1037,日本fancl美白丸全身,204,2,490804934732,,,,交易成功,490804934732,2267571798431244
1038,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2599513641856026
1039,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2490757511050398
1040,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2268109763397159
1041,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2600204627960802
1042,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2490482738950972
1043,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2595908473482122
1044,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2597058065220132
1045,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,请发韵达,卖家已发货，等待买家确认,456026429338,2596826063177025
1046,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2488047701831177
1047,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2594462400070802
1048,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2485527686463980
1049,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2595258865284918
1050,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2485593905899175
1051,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2485593905899175
1052,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2264815991551351
1053,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2483700942286462
1054,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2483438709326079
1055,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,卖家已发货，等待买家确认,456026429341,2480251087458788
1056,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233,2480187315489891
1057,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2264988188892457
1058,fancl/芳珂 祛痘淡,198,1,490804934733,,,,卖家已发货，等待买家确认,490804934733,2586950037962200
1059,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2585901656460329
1060,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2584793400164403
1061,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251,2584388078991318
1062,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2263936184590646
1063,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2262898969125149
1064,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2584289851759335
1065,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2584289851759335
1066,swisse葡萄籽皙颜美,260,1,931177059731,,,,交易成功,931177059731,2476408705230578
1067,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2476408705230578
1068,普丽普莱氨糖维骨力/软骨,580,2,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2583065009453208
1069,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2584496865359616
1070,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,身份证 43068119950528841x,交易成功,456026429338,2261847393151840
1071,日本FANCL复合维生素,99,2,490804928347,,,,交易成功,490804928347,2475646341677065
1072,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2583317250573839
1073,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,卖家已发货，等待买家确认,456026429341,2583969869004633
1074,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2475274104190785
1075,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2263217383850057
1076,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2262255168171751
1077,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,卖家已发货，等待买家确认,931177059169,2261468596314857
1078,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,卖家已发货，等待买家确认,456026429341,2261468596314857
1079,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2582911066690529
1080,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2472597547866161
1081,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2580037853432216
1082,日本kawai卡哇伊鱼油,218,1,498704921162,,,,卖家已发货，等待买家确认,498704921162,2578167234748902
1083,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,卖家已发货，等待买家确认,498704921261,2260015592125055
1084,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2577233054063226
1085,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2576230471103226
1086,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2576230471103226
1087,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2576357807818308
1088,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,交易关闭,931177059169,2469245694499790
1089,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2574665032989111
1090,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2574523845984325
1091,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2574644455650717
1092,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2573856654834924
1093,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2466072890395585
1094,swisse胶原蛋白片澳,169,1,931177058821,,,,卖家已发货，等待买家确认,931177058821,2258977761875557
1095,swisse葡萄籽皙颜美,260,1,931177059731,,,,卖家已发货，等待买家确认,931177059731,2573800266672132
1096,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2259854373228445
1097,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2465046346644770
1098,日本FANCL复合维生素,99,2,490804928347,,,,交易成功,490804928347,2258800365942350
1099,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2465026731763374
1100,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2462418329112170
1101,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2463805346489367
1102,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2460122344009473
1103,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2256419594577048
1104,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2256419594577048
1105,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2566753244436438
1106,日本fancl美白丸全身,204,1,490804934732,,,,交易关闭,490804934732,2566926220249905
1107,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2257516972922350
1108,香港直邮  日本FANC,298,1,490804917306,,,,交易成功,490804917306,2564077048941034
1109,日本fancl美白丸全身,204,2,490804934732,,,,卖家已发货，等待买家确认,490804934732,2455917143236561
1110,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2453931688904188
1111,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2453813918188888
1112,日本fancl美白丸全身,204,1,490804934732,,,百世汇通,交易关闭,490804934732,2454357496289194
1113,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2256051775397156
1114,FANCL/芳珂 HTC,198,1,490804926704,,,,卖家已发货，等待买家确认,490804926704,2253653999629850
1115,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2450435957147568
1116,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2450435957147568
1117,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233,2253248196278257
1118,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2253953963695043
1119,日本fancl美白丸全身,204,2,490804934732,,,,交易成功,490804934732,2556561008150810
1120,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2556230473247215
1121,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2556105034165711
1122,日本代购新谷酵素夜迟减肥,399,2,456026429341,,,,交易成功,456026429341,2252409564472447
1123,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2444696926927067
