,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码,订单编号
1124,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2552505244996616
1125,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,卖家已发货，等待买家确认,456026429341,2445191746033868
1126,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2442136110066582
1127,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2549561432125711
1128,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2439032681745999
1129,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2438805310015999
1130,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2547784467531313
1131,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2547095619738103
1132,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2546364864935431
1133,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2248801193828854
1134,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2249565761397845
1135,fancl/芳珂燃脂素 ,258,1,490804914233,,,,卖家已发货，等待买家确认,490804914233,2435533155853868
1136,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2542103679563817
1137,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2541844442468228
1138,swisse葡萄籽皙颜美,260,1,931177059731,,,,交易成功,931177059731,2432911149315672
1139,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2539148078144138
1140,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2432680140159160
1141,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2432680140159160
1142,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2539199853617639
1143,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251,2538648454241621
1144,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251,2537460047745331
1145,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,交易成功,498704921261,2538254258159727
1146,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2537620653442918
1147,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2537620653442918
1148,美国进口普利普莱叶黄素软,176,1,74312149047,,,,卖家已发货，等待买家确认,74312149047,2535789643999035
1149,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2535789643999035
1150,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2535973469742526
1151,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2535914620544304
1152,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2427458905694686
1153,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338,2533537271632737
1154,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2424798510642897
1155,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2424631089797191
1156,日本FANCL/芳珂 H,398,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2533326664041637
1157,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2244303395318954
1158,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2424990896547694
1159,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2530156813905841
1160,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,交易成功,498704921261,2527506832981309
1161,fancl/芳珂 祛痘淡,198,1,490804934733,,,,卖家已发货，等待买家确认,490804934733,2528839069854126
1162,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2420047755804470
1163,日本代购新谷酵素夜迟减肥,399,3,456026429338,,,,交易成功,456026429338,2523909877991517
1164,普利普莱氨糖软骨素美国三,489,5,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2628461072136520
1165,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2508958126016772
1166,fancl/芳珂 祛痘淡,198,1,490804934733,,,,交易成功,490804934733,2508881686727699
1167,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704,2623965221759698
1168,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2506598708887296
1169,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2616133603200966
1170,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2617095421898867
1171,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2614874658143526
1172,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2505277903487788
1173,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2613257254307034
1174,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2504658939032565
1175,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2612333859118932
1176,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,交易成功,931177059169,2271982968606854
1177,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2606373668978520
1178,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2606344427580403
1179,日本进口水果果蔬酵素酵母,215,1,493309403145,,,,卖家已发货，等待买家确认,493309403145,2497111342877461
1180,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2496947302815480
1181,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2496947302815480
1182,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2494849756892663
1183,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,保证正品,卖家已发货，等待买家确认,456026429338,2270513783988452
1184,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2602928008379307
1185,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2603788466408520
1186,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2602961050489023
1187,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2601859076226722
1188,日本fancl美白丸全身,204,2,490804934732,,,,卖家已发货，等待买家确认,490804934732,2602664251299325
1189,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338,2268306598786351
1190,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2268124794453755
1191,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2600659048474719
1192,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2491490758267473
1193,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338,2269421377453150
1194,日本代购新谷酵素夜迟减肥,399,1,456026429033,,,,交易成功,456026429033,2596816675391915
1195,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2596056805157803
1196,asana G6消腩 丸,240,2,489517460012,,,,交易成功,489517460012,2267525585905848
1197,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2595206868142534
1198,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2595210223353000
1199,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,交易成功,931177059169,2593295235570502
1200,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2484181124587363
1201,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2592162652581229
1202,日本代购新谷酵素夜迟减肥,399,3,456026429338,,,仅工作日送货,交易成功,456026429338,2482095088156498
1203,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2266160772284656
1204,日本FANCL复合维生素,99,1,490804928347,,,礼物,交易成功,490804928347,2266160772284656
1205,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2265936578392450
1206,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2590438267148414
1207,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2263660791501051
1208,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2479145507499899
1209,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2479145507499899
1210,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338,2587247824957400
1211,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易关闭,490804914233,2587131260228734
1212,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2582628203653403
1213,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2582628203653403
1214,日本代购新谷酵素夜迟减肥,399,1,456026429033,,,,交易成功,456026429033,2475661147528164
1215,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2475587338078164
1216,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2262341563415359
1217,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2475291744103169
1218,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2582771658491513
1219,日本代购新谷酵素夜迟减肥,399,1,456026429033,,,,交易成功,456026429033,2475035493001391
1220,swisse葡萄籽皙颜美,260,1,931177059731,,,,交易成功,931177059731,2473414312382495
1221,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2473414312382495
1222,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2474443094038384
1223,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2581940054779431
1224,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2580380648531733
1225,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704,2580380648531733
1226,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2260977994013959
1227,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2580235603789107
1228,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2262394778855345
1229,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251,2579225071290733
1230,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2579290440183836
1231,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2579290440183836
1232,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2579290440183836
1233,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2579290440183836
1234,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2578510206804700
1235,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2261981381498057
1236,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251,2578011643186922
1237,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2469989349602272
1238,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2577481458982733
1239,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2577481458982733
1240,swisse护肝片 澳洲,170,1,931177058999,,,,交易成功,931177058999,2577481458982733
1241,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2469545890198882
1242,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2467891489489981
1243,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2467952112627579
1244,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2468898492641299
1245,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2466743112532276
1246,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2574985046222528
1247,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2465862717439392
1248,美国进口普利普莱叶黄素软,329,2,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2465464889597981
1249,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2466605505160790
1250,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,交易成功,498704921261,2463699889073689
1251,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2464396097119187
1252,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2464396097119187
1253,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2464396097119187
1254,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2464344737605274
1255,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2463869506289496
1256,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2570188675880614
1257,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2461406089098286
1258,日本kawai卡哇伊鱼油,218,1,498704921162,,,,交易成功,498704921162,2258049962596049
1259,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2460832118888482
1260,日本FANCL复合维生素,99,2,490804928347,,,,交易成功,490804928347,2570054627717211
1261,日本代购新谷酵素夜迟减肥,399,2,456026429341,,,,交易成功,456026429341,2569428810897211
1262,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2567511277040931
1263,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2566386071856034
